time,surface_pressure (hPa),soil_moisture_0_to_7cm (m³/m³),et0_fao_evapotranspiration (mm),rain (mm),windspeed_10m (km/h),relativehumidity_2m (%),temperature_2m (°C),soil_temperature_0_to_7cm (°C),cloudcover (%),shortwave_radiation (W/m²),weathercode (wmo code),crop,stageOfGrowth,Kc,irrigation
2012-07-17,1003.37,0.13,6.27,0.0,9.85,56.12,24.98,27.77,0.0,7768.0,0,Cotton,LateSeasonStage,0.75,3
2012-07-18,1002.17,0.13,6.43,0.0,8.82,51.62,25.61,27.76,0.0,7843.0,0,Eggplant,InitialStage,0.45,2
2012-07-19,1000.44,0.13,5.88,0.0,6.84,62.25,25.16,27.56,0.04,7821.0,0,Grain,MidSeasonStage,1.1,3
2012-07-20,999.63,0.13,5.65,0.0,5.9,68.92,25.38,27.07,0.0,7860.0,0,Bean,LateSeasonStage,0.9,3
2012-07-21,998.36,0.13,5.48,0.0,5.55,72.5,25.25,27.04,4.67,7692.0,0,Grain,LateSeasonStage,0.65,3
2012-07-22,995.98,0.14,5.33,1.6,8.35,67.38,24.68,27.25,33.83,7092.0,1,Lettuce,InitialStage,0.45,2
2012-07-23,995.04,0.21,3.2,13.7,14.55,72.25,22.09,23.92,62.96,3518.0,2,Cotton,MidSeasonStage,1.15,0
2012-07-24,996.1,0.37,2.82,13.0,7.03,79.58,21.52,23.08,53.46,3902.0,1,Cotton,LateSeasonStage,0.75,0
2012-07-25,999.28,0.31,4.14,0.0,5.25,76.96,22.42,23.95,21.67,6063.0,0,Cucumber,InitialStage,0.45,2
2012-07-26,1000.8,0.28,4.38,0.3,5.1,79.92,23.84,24.88,20.04,6363.0,0,Grain,CropDevStage,0.75,3
2012-07-27,999.25,0.26,5.37,0.0,5.23,78.25,24.6,25.89,0.46,7296.0,0,Grain,LateSeasonStage,0.65,3
2012-07-28,998.2,0.23,5.52,0.0,5.16,75.21,25.63,26.32,0.0,7456.0,0,Barley,CropDevStage,0.75,3
2012-07-29,998.0,0.22,5.39,0.0,6.29,77.33,25.31,26.15,5.67,7288.0,0,Grain,LateSeasonStage,0.65,3
2012-07-30,998.99,0.2,5.21,0.0,5.95,80.62,25.1,26.88,13.17,7236.0,0,Carrot,InitialStage,0.45,2
2012-07-31,998.47,0.19,5.13,0.2,5.8,75.38,25.6,26.69,3.46,6864.0,0,Cabbage,LateSeasonStage,0.9,3
2012-08-01,998.2,0.18,5.44,0.0,5.52,68.38,26.27,27.21,2.62,7113.0,0,Lentil,CropDevStage,0.75,3
2012-08-02,999.61,0.17,4.92,0.5,5.12,77.75,25.6,27.11,7.04,6738.0,0,Eggplant,CropDevStage,0.75,3
2012-08-03,1000.02,0.17,5.33,0.0,4.97,73.08,25.69,26.83,0.42,7357.0,0,Eggplant,CropDevStage,0.75,3
2012-08-04,999.06,0.16,5.5,0.0,4.86,66.67,26.1,26.77,0.0,7410.0,0,Grain,LateSeasonStage,0.65,3
2012-08-05,998.81,0.15,5.6,0.0,5.57,62.83,26.49,27.05,0.0,7378.0,0,Eggplant,LateSeasonStage,0.8,3
2012-08-06,1000.88,0.15,5.76,0.0,6.04,57.0,27.3,27.95,0.0,7257.0,0,Eggplant,MidSeasonStage,1.15,3
2012-08-07,1001.82,0.15,5.51,0.0,5.42,65.0,27.6,28.48,2.08,7014.0,0,Cotton,InitialStage,0.45,2
2012-08-08,1001.51,0.14,5.48,0.0,6.31,71.29,26.54,27.93,3.08,7286.0,0,Eggplant,LateSeasonStage,0.8,3
2012-08-09,1000.56,0.14,5.27,0.0,5.45,71.42,26.23,27.58,2.12,6991.0,0,Grain,InitialStage,0.35,2
2012-08-10,999.31,0.14,5.07,0.0,5.02,64.71,26.82,28.12,8.75,6456.0,0,Eggplant,LateSeasonStage,0.8,3
2012-08-11,997.7,0.14,5.96,0.0,9.24,46.79,26.26,28.4,5.12,6960.0,0,Lentil,InitialStage,0.45,2
2012-08-12,998.75,0.14,5.57,0.0,7.34,52.5,25.19,27.88,3.92,7002.0,0,Cabbage,LateSeasonStage,0.9,3
2012-08-13,997.13,0.14,4.76,0.0,6.94,69.04,25.15,27.02,17.5,6343.0,0,Carrot,CropDevStage,0.75,3
2012-08-14,997.16,0.14,4.74,0.0,5.62,69.33,25.78,27.66,10.38,6353.0,0,Cotton,LateSeasonStage,0.75,3
2012-08-15,999.0,0.14,4.91,0.0,6.36,76.83,25.77,27.8,0.46,6649.0,0,Eggplant,LateSeasonStage,0.8,3
2012-08-16,1000.57,0.14,4.63,0.0,6.42,77.96,25.28,27.52,22.17,6505.0,0,Cotton,InitialStage,0.45,2
2012-08-17,1000.21,0.14,4.76,0.0,4.99,75.71,26.47,28.6,23.71,6124.0,2,Eggplant,MidSeasonStage,1.15,3
2012-08-18,1001.85,0.14,5.68,0.0,6.88,57.92,27.65,29.31,0.42,6823.0,0,Lentil,InitialStage,0.45,2
2012-08-19,1003.92,0.14,5.73,0.0,7.05,52.88,27.7,29.83,0.0,6827.0,0,Bean,LateSeasonStage,0.9,3
2012-08-20,1004.15,0.13,5.51,0.0,6.26,59.83,26.96,29.02,0.0,6864.0,0,Cotton,InitialStage,0.45,2
2012-08-21,1002.5,0.13,5.03,0.0,4.95,72.58,26.83,28.55,0.88,6691.0,0,Lettuce,LateSeasonStage,0.9,3
2012-08-22,1001.98,0.13,4.54,0.4,4.64,77.83,26.72,28.65,7.25,6200.0,0,Lentil,CropDevStage,0.75,3
2012-08-23,1000.84,0.13,4.69,0.0,4.96,76.42,26.88,28.86,1.79,6335.0,0,Cotton,CropDevStage,0.75,3
2012-08-24,999.55,0.13,4.66,0.0,5.09,75.88,26.33,28.5,3.71,6321.0,0,Cucumber,MidSeasonStage,0.9,3
2012-08-25,999.14,0.13,4.72,0.0,5.24,73.67,25.78,28.1,16.0,6423.0,0,Cabbage,LateSeasonStage,0.9,3
2012-08-26,997.1,0.14,3.79,0.3,7.08,77.25,25.86,27.48,24.17,5100.0,0,Barley,CropDevStage,0.75,2
2012-08-27,1000.82,0.14,5.22,0.0,7.98,57.46,26.0,28.42,9.12,6361.0,0,Grain,InitialStage,0.35,2
2012-08-28,1003.54,0.14,5.68,0.0,9.97,49.83,25.09,27.88,0.96,6573.0,0,Lentil,InitialStage,0.45,2
2012-08-29,1003.37,0.14,4.53,0.0,5.25,70.0,25.04,27.25,1.46,6263.0,0,Eggplant,InitialStage,0.45,2
2012-08-30,1002.06,0.13,4.54,0.0,5.49,71.46,25.18,27.18,1.75,6242.0,0,Lettuce,MidSeasonStage,1.0,3
2012-08-31,998.87,0.14,3.89,1.7,7.22,76.67,24.69,26.53,26.33,5350.0,0,Lentil,LateSeasonStage,0.5,2
2012-09-01,999.91,0.19,2.11,3.9,6.56,65.96,21.58,23.45,54.21,2480.0,1,Lentil,CropDevStage,0.75,0
2012-09-02,1001.37,0.21,3.58,0.5,3.68,60.25,22.23,23.72,40.58,5148.0,0,Lettuce,InitialStage,0.45,2
2012-09-03,999.45,0.35,2.72,20.5,7.55,76.5,21.25,23.05,52.29,3792.0,63,Grain,InitialStage,0.35,0
2012-09-04,998.01,0.34,2.43,8.9,9.43,84.33,20.95,22.39,40.5,3739.0,1,Carrot,MidSeasonStage,1.05,0
2012-09-05,998.48,0.39,1.88,16.7,8.26,89.67,20.4,21.9,91.58,2850.0,61,Cotton,InitialStage,0.45,0
2012-09-06,1000.29,0.39,2.66,13.9,6.55,82.67,21.23,22.68,56.79,3938.0,61,Grain,CropDevStage,0.75,0
2012-09-07,1004.25,0.34,3.75,0.0,6.99,73.83,22.64,23.44,10.92,5138.0,0,Lentil,CropDevStage,0.75,2
2012-09-08,1003.39,0.32,4.07,0.0,5.68,75.33,22.29,23.62,3.46,5835.0,0,Cotton,CropDevStage,0.75,3
2012-09-09,1002.59,0.3,3.75,0.0,5.08,82.88,22.59,23.68,11.58,5585.0,0,Cotton,MidSeasonStage,1.15,3
2012-09-10,1002.9,0.29,3.45,0.0,4.69,81.62,22.3,23.51,17.42,5137.0,0,Cabbage,MidSeasonStage,1.05,3
2012-09-11,1002.32,0.28,3.55,0.5,4.9,83.67,22.38,23.5,12.67,5400.0,0,Barley,MidSeasonStage,1.15,3
2012-09-12,998.17,0.27,3.37,0.1,7.38,81.04,22.29,23.51,38.67,4933.0,0,Lentil,InitialStage,0.45,2
2012-09-13,987.99,0.37,1.68,28.9,10.99,81.96,19.4,21.24,91.42,2086.0,51,Eggplant,InitialStage,0.45,0
2012-09-14,985.68,0.41,2.49,11.8,11.42,80.25,17.71,19.87,63.08,3957.0,51,Cucumber,CropDevStage,0.7,0
2012-09-15,993.64,0.38,3.44,0.0,9.75,72.29,20.0,21.11,20.17,4601.0,1,Lettuce,MidSeasonStage,1.0,3
2012-09-16,998.19,0.35,3.57,0.0,7.22,64.38,20.34,21.52,20.04,5135.0,0,Cucumber,MidSeasonStage,0.9,3
2012-09-17,999.74,0.33,3.41,0.0,5.58,69.29,20.08,21.43,22.08,5050.0,0,Barley,InitialStage,0.35,1
2012-09-18,1000.27,0.32,2.92,0.0,3.8,77.42,20.39,20.95,34.5,4456.0,1,Cucumber,CropDevStage,0.7,2
2012-09-19,998.61,0.32,2.47,2.9,6.42,81.96,20.12,20.92,71.17,3664.0,1,Cabbage,MidSeasonStage,1.05,1
2012-09-20,1001.56,0.36,3.65,2.3,9.79,69.33,19.73,21.47,54.54,4291.0,61,Carrot,LateSeasonStage,0.9,2
2012-09-21,1005.98,0.33,3.71,0.0,7.25,59.71,18.62,20.24,6.38,5395.0,1,Eggplant,MidSeasonStage,1.15,3
2012-09-22,1003.89,0.31,3.24,0.0,5.04,75.92,19.6,20.15,1.83,5113.0,0,Barley,InitialStage,0.35,1
2012-09-23,1002.45,0.29,3.41,0.0,6.18,74.33,21.53,21.72,2.04,5073.0,0,Lentil,InitialStage,0.45,2
2012-09-24,997.68,0.28,3.18,0.0,7.5,78.29,22.89,22.87,17.54,4541.0,0,Bean,InitialStage,0.35,1
2012-09-25,998.75,0.28,2.85,3.8,7.23,80.46,21.38,22.6,42.88,4304.0,1,Barley,CropDevStage,0.75,0
2012-09-26,1000.32,0.33,3.31,2.3,8.32,75.04,22.67,23.08,25.96,4545.0,51,Carrot,LateSeasonStage,0.9,2
2012-09-27,1001.13,0.31,3.22,0.0,7.45,78.21,23.46,23.94,18.71,4623.0,1,Carrot,CropDevStage,0.75,2
2012-09-28,1002.07,0.29,3.62,0.0,6.02,67.29,23.52,23.41,12.75,4834.0,0,Grain,InitialStage,0.35,1
2012-09-29,1000.72,0.27,3.73,0.0,7.79,60.62,23.68,22.98,14.21,4239.0,0,Lettuce,InitialStage,0.45,2
2012-09-30,1001.22,0.28,2.67,1.9,6.34,71.83,23.12,22.55,26.08,3640.0,0,Cotton,CropDevStage,0.75,2
2012-10-01,1001.19,0.29,2.47,1.7,5.11,82.62,22.34,23.03,27.33,3594.0,0,Eggplant,CropDevStage,0.75,2
2012-10-02,1002.55,0.32,1.98,2.3,7.32,83.5,20.09,21.65,50.62,3059.0,3,Lettuce,MidSeasonStage,1.0,1
2012-10-03,1004.44,0.31,2.64,0.0,8.14,75.17,19.65,21.04,21.71,4039.0,1,Lentil,MidSeasonStage,1.1,2
2012-10-04,1003.85,0.29,2.66,0.0,5.62,80.75,18.92,20.38,21.21,4272.0,0,Lentil,CropDevStage,0.75,2
2012-10-05,1004.82,0.28,2.75,0.0,4.49,81.96,19.28,20.33,22.46,4350.0,1,Cabbage,InitialStage,0.45,1
2012-10-06,1005.68,0.27,2.83,0.0,4.45,82.88,19.88,20.33,12.62,4495.0,0,Eggplant,CropDevStage,0.75,2
2012-10-07,1002.66,0.26,2.1,0.0,5.28,81.58,19.59,20.55,74.96,3177.0,1,Carrot,LateSeasonStage,0.9,2
2012-10-08,999.77,0.25,2.64,0.0,4.2,78.12,20.62,21.64,39.83,3986.0,2,Lentil,InitialStage,0.45,1
2012-10-09,997.2,0.27,1.97,5.7,6.85,83.46,19.34,20.58,50.71,3079.0,1,Grain,CropDevStage,0.75,0
2012-10-10,994.76,0.32,2.15,0.7,5.42,83.83,19.88,21.0,35.08,3343.0,51,Lentil,LateSeasonStage,0.5,1
2012-10-11,995.88,0.31,2.1,3.5,6.43,84.88,19.61,20.6,50.0,3251.0,51,Lettuce,InitialStage,0.45,0
2012-10-12,996.81,0.36,0.95,15.7,6.88,89.04,18.92,19.65,95.92,1310.0,51,Cotton,CropDevStage,0.75,0
2012-10-13,996.72,0.39,1.06,14.0,4.77,92.17,18.08,19.11,90.08,1598.0,2,Lentil,LateSeasonStage,0.5,0
2012-10-14,994.98,0.4,2.06,6.3,3.79,86.83,18.02,19.65,66.08,3280.0,51,Barley,MidSeasonStage,1.15,0
2012-10-15,993.41,0.42,1.28,44.7,11.86,90.96,18.24,19.15,96.33,1909.0,51,Cabbage,MidSeasonStage,1.05,0
2012-10-16,998.94,0.39,2.61,20.5,13.66,65.0,17.64,18.65,54.62,3269.0,65,Lentil,LateSeasonStage,0.5,0
2012-10-17,1006.69,0.37,2.45,0.0,4.69,74.33,16.78,17.83,9.25,4021.0,1,Bean,InitialStage,0.35,1
2012-10-18,1006.11,0.36,2.47,0.0,4.77,77.58,17.18,17.26,0.21,4125.0,0,Lettuce,MidSeasonStage,1.0,2
2012-10-19,1005.73,0.35,2.39,0.0,5.96,77.79,18.29,17.62,5.83,3986.0,0,Barley,CropDevStage,0.75,2
2012-10-20,1004.67,0.34,2.41,0.0,5.55,80.29,18.49,18.24,0.0,3936.0,0,Eggplant,LateSeasonStage,0.8,2
2012-10-21,1002.33,0.33,2.39,0.0,4.65,82.21,19.11,18.8,4.83,3788.0,0,Carrot,MidSeasonStage,1.05,2
2012-10-22,1001.78,0.33,2.31,0.0,4.73,88.21,19.46,19.35,17.75,3667.0,0,Cucumber,InitialStage,0.45,1
2012-10-23,1001.88,0.32,2.18,0.0,6.76,80.17,18.79,19.28,17.42,3524.0,2,Bean,LateSeasonStage,0.9,2
2012-10-24,1000.4,0.31,2.2,0.1,6.25,78.92,18.15,18.49,12.58,3528.0,1,Grain,MidSeasonStage,1.1,2
2012-10-25,998.41,0.31,2.14,0.0,5.45,77.62,18.0,17.77,13.83,3474.0,0,Cucumber,CropDevStage,0.7,1
2012-10-26,993.89,0.33,1.46,14.8,10.03,86.42,17.77,17.77,75.83,2151.0,1,Bean,InitialStage,0.35,0
2012-10-27,982.12,0.43,1.13,78.4,23.64,87.79,18.12,18.26,91.25,1171.0,63,Cotton,LateSeasonStage,0.75,0
2012-10-28,985.8,0.4,1.86,10.5,17.11,70.83,14.85,16.56,78.21,2193.0,61,Grain,MidSeasonStage,1.1,0
2012-10-29,991.09,0.41,1.47,11.6,13.52,71.58,11.64,13.99,54.71,2495.0,51,Lentil,CropDevStage,0.75,0
2012-10-30,996.9,0.39,1.53,0.6,6.12,73.92,12.05,13.8,58.0,2872.0,1,Eggplant,InitialStage,0.45,1
2012-10-31,989.07,0.42,0.85,50.4,18.17,84.83,14.65,14.6,89.88,658.0,1,Lettuce,InitialStage,0.45,0
2012-11-01,986.27,0.41,1.8,5.6,18.56,75.12,16.97,16.65,55.79,2312.0,53,Lettuce,MidSeasonStage,1.0,0
2012-11-02,996.29,0.4,1.7,0.4,8.04,76.54,16.4,16.29,29.17,2658.0,51,Lettuce,LateSeasonStage,0.9,2
2012-11-03,1002.25,0.39,1.73,0.2,3.89,78.62,15.63,15.99,34.71,3040.0,0,Grain,InitialStage,0.35,1
2012-11-04,999.73,0.41,0.77,15.3,13.35,87.29,17.38,16.45,97.04,710.0,53,Grain,CropDevStage,0.75,0
2012-11-05,994.54,0.42,1.68,18.9,19.79,84.33,19.0,18.48,69.38,2062.0,61,Carrot,MidSeasonStage,1.05,0
2012-11-06,1001.14,0.4,1.67,0.2,11.22,70.29,15.88,16.82,61.46,2257.0,2,Cabbage,InitialStage,0.45,1
2012-11-07,1006.64,0.39,1.71,1.1,7.98,66.08,14.77,16.19,30.12,2539.0,3,Cucumber,MidSeasonStage,0.9,2
2012-11-08,1009.45,0.38,1.86,0.0,6.64,67.83,12.43,13.92,0.04,3199.0,0,Cucumber,LateSeasonStage,0.75,1
2012-11-09,1004.94,0.37,1.41,0.0,4.18,79.33,13.63,13.29,30.08,2699.0,0,Cotton,LateSeasonStage,0.75,1
2012-11-10,1002.82,0.37,1.52,0.0,6.86,82.17,14.56,14.47,26.04,2770.0,0,Cucumber,LateSeasonStage,0.75,1
2012-11-11,1000.85,0.36,1.72,0.0,11.66,79.12,18.11,17.23,26.08,2492.0,1,Grain,LateSeasonStage,0.65,1
2012-11-12,1004.93,0.36,1.06,0.5,6.84,84.92,18.3,17.82,46.54,1564.0,1,Eggplant,LateSeasonStage,0.8,1
2012-11-13,1007.05,0.35,1.75,0.0,7.96,81.12,17.33,17.49,18.17,2776.0,1,Cucumber,CropDevStage,0.7,1
2012-11-14,1005.74,0.35,2.13,0.0,14.72,71.67,16.18,16.97,25.21,2605.0,1,Lettuce,CropDevStage,0.6,1
2012-11-15,1002.55,0.34,2.04,0.0,16.38,69.21,14.46,15.75,17.46,2382.0,1,Bean,LateSeasonStage,0.9,2
2012-11-16,1001.7,0.33,1.73,0.0,15.69,70.67,13.87,15.1,40.08,2163.0,1,Carrot,LateSeasonStage,0.9,2
2012-11-17,1000.38,0.33,1.34,0.3,9.43,76.38,14.71,15.51,44.12,2104.0,2,Barley,CropDevStage,0.75,1
2012-11-18,997.36,0.38,0.64,9.9,7.95,89.08,15.01,15.51,100.0,936.0,51,Cabbage,InitialStage,0.45,0
2012-11-19,995.24,0.41,0.95,9.4,6.82,87.38,14.91,15.72,85.79,1657.0,53,Lentil,MidSeasonStage,1.1,0
2012-11-20,996.15,0.42,0.62,10.6,9.52,84.42,14.19,14.68,93.33,658.0,53,Barley,InitialStage,0.35,0
2012-11-21,1001.06,0.41,1.01,1.1,6.09,81.17,14.59,15.07,54.29,1675.0,51,Cabbage,CropDevStage,0.75,1
2012-11-22,1005.95,0.39,1.26,0.0,5.08,81.62,15.14,15.12,43.58,2268.0,0,Eggplant,CropDevStage,0.75,1
2012-11-23,1007.22,0.4,0.96,1.4,3.38,90.29,14.15,14.6,63.29,1680.0,2,Cabbage,InitialStage,0.45,1
2012-11-24,1008.37,0.39,1.17,0.0,4.52,88.96,13.4,14.14,57.25,2278.0,3,Barley,InitialStage,0.35,1
2012-11-25,1007.64,0.38,1.02,0.0,3.29,89.17,13.0,13.47,45.92,1983.0,3,Lentil,MidSeasonStage,1.1,1
2012-11-26,1004.95,0.37,1.04,0.1,4.52,86.83,12.92,13.53,69.92,2032.0,2,Bean,InitialStage,0.35,1
2012-11-27,997.58,0.38,1.01,3.1,10.8,82.0,14.92,13.98,73.67,1100.0,2,Cabbage,LateSeasonStage,0.9,0
2012-11-28,984.49,0.41,1.34,37.3,23.14,81.17,15.06,15.0,66.92,774.0,0,Barley,MidSeasonStage,1.15,0
2012-11-29,981.26,0.43,1.09,65.3,25.31,81.46,12.12,13.0,91.25,1025.0,53,Cabbage,CropDevStage,0.75,0
2012-11-30,986.61,0.42,0.97,21.5,11.43,81.08,11.42,12.43,60.67,1480.0,61,Lettuce,InitialStage,0.45,0
2012-12-01,993.7,0.43,0.75,13.7,7.75,91.25,10.45,11.78,74.33,1592.0,51,Eggplant,LateSeasonStage,0.8,0
2012-12-02,992.62,0.43,0.71,12.3,6.69,86.92,10.66,11.81,77.25,1450.0,53,Bean,LateSeasonStage,0.9,0
2012-12-03,995.93,0.41,1.39,6.3,13.53,65.08,8.94,10.54,28.08,2091.0,61,Lettuce,LateSeasonStage,0.9,0
2012-12-04,994.51,0.41,0.7,14.0,11.93,82.67,10.16,10.41,81.33,1057.0,0,Grain,InitialStage,0.35,0
2012-12-05,987.86,0.4,1.44,0.9,12.72,68.42,9.83,11.01,43.21,2170.0,53,Carrot,MidSeasonStage,1.05,2
2012-12-06,992.56,0.39,1.04,0.0,6.87,73.58,7.18,9.21,33.5,2133.0,1,Eggplant,InitialStage,0.45,1
2012-12-07,996.79,0.38,1.0,1.8,8.05,75.42,7.72,7.97,50.5,1758.0,0,Cotton,InitialStage,0.45,1
2012-12-08,986.15,0.41,1.24,12.4,13.27,68.54,9.49,10.02,68.83,1823.0,61,Lentil,InitialStage,0.45,0
2012-12-09,995.92,0.39,1.76,0.0,15.97,50.25,5.4,7.64,13.21,2062.0,1,Bean,LateSeasonStage,0.9,2
2012-12-10,995.52,0.39,0.8,9.9,10.42,72.54,7.65,7.69,57.71,1116.0,0,Barley,InitialStage,0.35,0
2012-12-11,994.25,0.4,1.16,1.6,9.0,68.92,7.44,8.4,14.92,2200.0,2,Barley,InitialStage,0.35,1
2012-12-12,1003.18,0.38,1.14,0.0,9.25,65.33,5.77,7.35,5.12,2294.0,0,Bean,InitialStage,0.35,1
2012-12-13,1007.08,0.38,0.78,0.5,8.51,71.75,6.59,7.49,62.62,1409.0,0,Carrot,InitialStage,0.45,1
2012-12-14,1005.2,0.42,0.53,21.8,13.09,87.54,10.93,9.98,95.75,511.0,51,Cotton,InitialStage,0.45,0
2012-12-15,1004.74,0.41,0.84,7.7,16.25,83.08,13.98,12.4,98.75,719.0,51,Cabbage,LateSeasonStage,0.9,0
2012-12-16,1001.12,0.41,0.89,4.2,7.94,89.33,13.65,13.35,71.08,1735.0,51,Carrot,InitialStage,0.45,0
2012-12-17,995.7,0.41,0.77,8.7,7.31,87.88,11.62,12.08,85.5,1361.0,3,Barley,CropDevStage,0.75,0
2012-12-18,992.95,0.4,0.82,0.1,8.39,82.62,9.66,10.86,27.5,1778.0,51,Lettuce,InitialStage,0.45,1
2012-12-19,999.18,0.39,1.27,0.0,7.68,68.5,8.67,9.49,0.29,2189.0,0,Carrot,InitialStage,0.45,1
2012-12-20,1003.24,0.38,0.97,0.0,4.65,68.5,7.85,7.84,24.58,2115.0,0,Grain,CropDevStage,0.75,1
2012-12-21,996.28,0.4,0.53,7.3,8.09,83.04,8.5,8.29,78.21,915.0,3,Barley,CropDevStage,0.75,0
2012-12-22,1000.52,0.39,0.93,0.0,8.05,76.46,7.91,8.34,28.29,1774.0,1,Lentil,CropDevStage,0.75,1
2012-12-23,1006.0,0.38,0.95,0.0,3.99,84.71,9.3,8.33,26.75,2054.0,1,Lettuce,MidSeasonStage,1.0,1
2012-12-24,1008.78,0.38,0.72,0.0,3.42,90.04,10.79,10.37,65.71,1443.0,2,Cabbage,LateSeasonStage,0.9,1
2012-12-25,1007.02,0.37,0.86,0.0,4.84,88.67,10.85,10.86,54.79,1719.0,2,Grain,CropDevStage,0.75,1
2012-12-26,1002.6,0.37,0.89,2.3,9.2,88.75,12.76,11.98,42.42,1689.0,1,Cabbage,InitialStage,0.45,0
2012-12-27,1004.62,0.39,0.77,1.4,7.36,90.38,11.82,12.15,67.67,1507.0,2,Lentil,InitialStage,0.45,1
2012-12-28,1002.89,0.38,1.2,0.7,9.91,78.08,11.75,11.97,37.12,1896.0,2,Bean,InitialStage,0.35,1
2012-12-29,1006.36,0.37,1.75,0.0,10.3,59.42,9.39,10.09,1.33,2242.0,0,Eggplant,InitialStage,0.45,1
2012-12-30,1007.18,0.36,1.12,0.0,5.99,77.12,7.51,8.35,0.0,2355.0,0,Bean,LateSeasonStage,0.9,1
2012-12-31,1007.62,0.36,1.07,0.0,5.95,80.25,6.99,7.16,9.83,2328.0,0,Cucumber,CropDevStage,0.7,1
2013-01-01,1004.73,0.35,1.0,0.0,4.14,82.38,7.96,7.02,25.5,2165.0,1,Cotton,InitialStage,0.45,1
2013-01-02,1005.56,0.38,0.58,6.1,6.28,88.33,9.29,8.68,88.0,1051.0,51,Grain,CropDevStage,0.75,0
2013-01-03,1014.88,0.38,1.09,0.0,9.22,81.79,10.02,10.04,15.79,2120.0,1,Cabbage,CropDevStage,0.75,1
2013-01-04,1013.44,0.37,0.95,0.0,5.12,87.08,8.72,9.44,34.29,2088.0,1,Lettuce,MidSeasonStage,1.0,1
2013-01-05,1005.66,0.36,0.95,0.0,4.26,86.88,9.48,8.32,13.5,2067.0,0,Bean,CropDevStage,0.7,1
2013-01-06,1005.22,0.36,1.16,0.0,6.41,84.67,9.08,8.65,10.96,2311.0,0,Lettuce,CropDevStage,0.6,1
2013-01-07,1005.0,0.35,1.19,0.0,6.23,84.33,9.88,9.63,19.42,2387.0,2,Cucumber,CropDevStage,0.7,1
2013-01-08,1009.08,0.35,1.03,0.0,4.86,76.62,8.57,8.86,13.17,2212.0,0,Cucumber,MidSeasonStage,0.9,1
2013-01-09,1006.39,0.35,0.9,0.0,4.52,83.38,9.44,8.91,51.5,1768.0,1,Eggplant,InitialStage,0.45,1
2013-01-10,998.81,0.37,0.5,8.0,5.93,89.5,9.97,8.88,79.79,886.0,3,Grain,LateSeasonStage,0.65,0
2013-01-11,994.0,0.4,0.83,5.2,9.52,85.42,9.33,9.3,58.25,1515.0,2,Bean,CropDevStage,0.7,0
2013-01-12,999.9,0.39,1.09,0.3,5.75,80.25,8.74,9.02,35.12,2212.0,0,Barley,LateSeasonStage,0.45,1
2013-01-13,998.85,0.41,0.79,25.9,13.94,82.04,10.64,10.02,85.92,1459.0,1,Cabbage,LateSeasonStage,0.9,0
2013-01-14,996.34,0.43,0.71,41.8,18.12,87.04,10.6,10.61,89.58,975.0,53,Cucumber,MidSeasonStage,0.9,0
2013-01-15,994.88,0.42,0.95,7.9,4.19,87.17,7.98,8.92,54.54,2084.0,51,Cotton,MidSeasonStage,1.15,0
2013-01-16,985.13,0.42,0.82,15.8,14.35,80.38,7.46,8.12,88.88,1511.0,51,Bean,MidSeasonStage,1.1,0
2013-01-17,980.55,0.41,0.8,14.5,8.11,82.54,7.92,8.64,91.17,1631.0,53,Carrot,MidSeasonStage,1.05,0
2013-01-18,981.12,0.41,0.88,2.6,9.98,77.88,5.79,7.15,52.38,1962.0,53,Lentil,InitialStage,0.45,0
2013-01-19,988.19,0.4,0.74,6.9,9.85,81.25,7.85,7.15,68.0,1304.0,0,Carrot,MidSeasonStage,1.05,0
2013-01-20,985.61,0.42,0.84,15.2,13.24,88.21,13.17,11.5,93.25,1274.0,51,Cucumber,LateSeasonStage,0.75,0
2013-01-21,982.79,0.42,1.02,14.6,12.36,77.96,11.06,11.2,77.88,1648.0,53,Eggplant,MidSeasonStage,1.15,0
2013-01-22,990.06,0.41,1.31,5.7,16.22,70.0,9.82,10.16,44.62,2010.0,51,Lentil,CropDevStage,0.75,0
2013-01-23,992.6,0.41,0.61,20.6,8.35,84.71,8.49,8.82,74.92,1201.0,51,Barley,LateSeasonStage,0.45,0
2013-01-24,982.25,0.42,1.01,5.3,5.61,81.04,8.46,9.17,63.25,2205.0,53,Grain,CropDevStage,0.75,0
2013-01-25,983.59,0.4,1.39,0.1,11.91,72.25,7.6,8.49,48.0,2265.0,2,Cucumber,CropDevStage,0.7,1
2013-01-26,990.61,0.38,1.48,0.0,9.36,63.83,6.31,7.84,18.04,2796.0,1,Bean,InitialStage,0.35,1
2013-01-27,998.65,0.37,1.41,0.0,6.39,68.62,6.3,7.58,20.67,2798.0,0,Lettuce,CropDevStage,0.6,1
2013-01-28,998.51,0.38,0.76,5.7,8.56,79.25,7.71,7.32,91.25,1105.0,2,Carrot,MidSeasonStage,1.05,0
2013-01-29,1006.28,0.38,1.5,0.0,8.89,74.79,8.84,8.99,24.67,2848.0,2,Cotton,CropDevStage,0.75,1
2013-01-30,1007.26,0.37,1.16,0.0,5.97,84.88,9.68,9.56,69.21,2309.0,2,Cotton,CropDevStage,0.75,1
2013-01-31,1006.28,0.37,1.27,0.4,5.85,84.75,11.55,10.95,55.17,2394.0,3,Eggplant,CropDevStage,0.75,1
2013-02-01,1000.77,0.36,1.15,0.9,8.64,89.75,11.59,11.32,68.67,2386.0,3,Carrot,MidSeasonStage,1.05,1
